移动电影①,#genre#
蝶影追踪,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260225/283228519/index.m3u8
一个拳手,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260224/283226599/index.m3u8
我是卧底,http://hwottcdn1.ln.chinamobile.com/34/16/20260223/283221330/index.m3u8
正义救赎,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260222/283214351/index.m3u8
过家家,http://hwottcdn1.ln.chinamobile.com/34/16/20260220/283211998/index.m3u8
一路福星,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260219/283210296/index.m3u8
东北警察故事3,http://hwottcdn1.ln.chinamobile.com/34/16/20260219/283209463/index.m3u8
消失的证据,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260218/283202105/index.m3u8
引魂灯2,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260218/283206304/index.m3u8
青爱,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260217/283204338/index.m3u8
解决专家,http://hwottcdn1.ln.chinamobile.com/34/16/20260215/283196313/index.m3u8
爆水管(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260213/283182803/index.m3u8
爆水管,http://hwottcdn1.ln.chinamobile.com/113/16/20260213/283186785/index.m3u8
蛛仙,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260213/283186674/index.m3u8
东北恋歌：冬天里的一把火,http://hwottcdn1.ln.chinamobile.com/36/16/20260212/283175387/index.m3u8
怒袭,http://hwottcdn1.ln.chinamobile.com/34/16/20260212/283179628/index.m3u8
爱心之拳,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260210/283163000/index.m3u8
蝇变深渊,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260210/283166986/index.m3u8
山乡家徽,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260209/283161205/index.m3u8
竞时出击,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260209/283156955/index.m3u8
精武陈真：租界风云,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260208/283155124/index.m3u8
酸里透着甜,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260207/283148885/index.m3u8
不离不弃,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260206/283143518/index.m3u8
一秒,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260206/283146946/index.m3u8
星际变种,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260206/283139387/index.m3u8
隐者山河,http://hwottcdn1.ln.chinamobile.com/34/16/20260205/283136761/index.m3u8
岁岁平安 60S,http://hwottcdn1.ln.chinamobile.com/34/16/20260204/283131336/index.m3u8
浴血蒋家河口,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260204/283130782/index.m3u8
猎枭风暴,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260204/283127895/index.m3u8
不过是上班,http://hwottcdn1.ln.chinamobile.com/36/16/20260202/283115971/index.m3u8
哑腔,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260201/283110930/index.m3u8
飞黄腾达,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260130/283102000/index.m3u8
大蛇5：怪兽都市,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260130/283099836/index.m3u8
猿山异闻录,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260129/283094542/index.m3u8
金腰带,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260129/283092187/index.m3u8
上海古丽,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260129/283092181/index.m3u8
荒村怪谈,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260128/283083818/index.m3u8
铁弓传奇(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260127/283079975/index.m3u8
孤岛巨蟒,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260126/283075197/index.m3u8
暗杠,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260125/283069110/index.m3u8
杨非与高俐,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260124/283065352/index.m3u8
海绵宝宝：深海大冒险（普通话版）,http://hwottcdn1.ln.chinamobile.com/36/16/20260123/283058310/index.m3u8
海绵宝宝：深海大冒险,http://hwottcdn1.ln.chinamobile.com/36/16/20260123/283053515/index.m3u8
情圣3 60S,http://hwottcdn1.ln.chinamobile.com/34/16/20260123/283059942/index.m3u8
金刚不坏,http://hwottcdn1.ln.chinamobile.com/34/16/20260121/283046893/index.m3u8
珍珠权杖(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260121/283043107/index.m3u8
双雄出击,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260120/283037724/index.m3u8
追凶行动,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260117/283019413/index.m3u8
铁弓传奇,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260116/283009897/index.m3u8
珍珠权杖,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260116/283009971/index.m3u8
昔归轶事,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260116/283005056/index.m3u8
热血敢死队,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260115/283005091/index.m3u8
大劫案,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260114/282994990/index.m3u8
求药,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260113/282983276/index.m3u8
百夜楼,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260110/282960686/index.m3u8
猎战狂徒,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260110/282959114/index.m3u8
阴山禁地,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260110/282959102/index.m3u8
民国惊魂录,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260110/282963637/index.m3u8
真爱上路,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260109/282958266/index.m3u8
极限人生,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260109/282958024/index.m3u8
特殊检测,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260109/282953483/index.m3u8
蜜恋合租,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260109/282958816/index.m3u8
《用武之地》幕后纪录片,http://hwottcdn1.ln.chinamobile.com/34/16/20260108/282952344/index.m3u8
绑架者,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260108/282949975/index.m3u8
杨柳春风,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260107/282942150/index.m3u8
手遮天,http://hwottcdn1.ln.chinamobile.com/36/16/20260106/282938560/index.m3u8
我的青春我的梦,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260105/282922118/index.m3u8
册杀,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260103/282917383/index.m3u8
天机秘录,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260103/282916629/index.m3u8
阿勒泰之歌,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260103/282912305/index.m3u8
毕业爱情路,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260102/282913806/index.m3u8
宋家镇怪谈,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260102/282914557/index.m3u8
意外的礼物,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260102/282911931/index.m3u8
债途囧事,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260101/282909103/index.m3u8
开着我的房车去旅行,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260101/282908349/index.m3u8
孪生兄弟,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260101/282908352/index.m3u8
格斗家,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260101/282904283/index.m3u8
突袭,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260101/282908346/index.m3u8
《向阳·花》 “嘴硬心软的人”片段 赵丽颖高月香一个细节展现人性弧光,http://hwottcdn1.ln.chinamobile.com/50/16/20250521/281473026/index.m3u8
海绵宝宝：皮老板大电影,http://hwottcdn1.ln.chinamobile.com/36/16/20260821/284233038/index.m3u8
海绵宝宝：皮老板大电影（普通话版）,http://hwottcdn1.ln.chinamobile.com/36/16/20260821/284228003/index.m3u8
器子,http://hwottcdn1.ln.chinamobile.com/36/16/20260812/284175068/index.m3u8
调音师,http://hwottcdn1.ln.chinamobile.com/36/16/20260803/284125043/index.m3u8
巴黎夏日,http://hwottcdn1.ln.chinamobile.com/11/16/20260710/284024173/index.m3u8
罪人(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260710/284020612/index.m3u8
罪人 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260710/284020311/index.m3u8
罪人,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260710/284020308/index.m3u8
似火,http://hwottcdn1.ln.chinamobile.com/11/16/20260811/284176276/index.m3u8
春风又绿唐崖岸,http://hwottcdn1.ln.chinamobile.com/36/16/20260702/283969681/index.m3u8
了不起的埃莉诺,http://hwottcdn1.ln.chinamobile.com/36/16/20260615/283884537/index.m3u8
不要错过你,http://hwottcdn1.ln.chinamobile.com/11/16/20260603/283820411/index.m3u8
怪猴英文版,http://hwottcdn1.ln.chinamobile.com/11/16/20260603/283822503/index.m3u8
怪猴普通话版,http://hwottcdn1.ln.chinamobile.com/11/16/20260603/283822500/index.m3u8
好想大声说我爱你,http://hwottcdn1.ln.chinamobile.com/36/16/20260520/283739452/index.m3u8
阿凡达：火与烬（普通话版）,http://hwottcdn1.ln.chinamobile.com/36/16/20260514/283679688/index.m3u8
阿凡达：火与烬,http://hwottcdn1.ln.chinamobile.com/36/16/20260513/283672059/index.m3u8
老李的心愿,http://hwottcdn1.ln.chinamobile.com/11/16/20260513/283667942/index.m3u8
蓝月亮,http://hwottcdn1.ln.chinamobile.com/11/16/20260617/283897573/index.m3u8
疯狂喜剧人,http://hwottcdn1.ln.chinamobile.com/34/16/20260511/283662474/index.m3u8
折翼的天使,http://hwottcdn1.ln.chinamobile.com/11/16/20260430/283618590/index.m3u8
他年她日(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260429/283603624/index.m3u8
他年她日,http://hwottcdn1.ln.chinamobile.com/50/16/20260429/283596497/index.m3u8
关于约会的一切（普通话）,http://hwottcdn1.ln.chinamobile.com/50/16/20260427/283581974/index.m3u8
关于约会的一切,http://hwottcdn1.ln.chinamobile.com/50/16/20260427/283586226/index.m3u8
关于约会的一切(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260425/283582728/index.m3u8
关于约会的一切(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260425/283582728/index.m3u8
关于约会的一切（普通话）(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260425/283582897/index.m3u8
魔法坏女巫2(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260422/283567864/index.m3u8
魔法坏女巫2-普通话(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260422/283567668/index.m3u8
魔法坏女巫2 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260422/283567861/index.m3u8
魔法坏女巫2-普通话 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260422/283563323/index.m3u8
英雄三元里(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260420/283555734/index.m3u8
英雄三元里 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260420/283555960/index.m3u8
英雄三元里,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260420/283555710/index.m3u8
96分钟：列车爆炸案(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260416/283540729/index.m3u8
96分钟：列车爆炸案,http://hwottcdn1.ln.chinamobile.com/50/16/20260415/283527455/index.m3u8
新狂蟒之灾(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260408/283494745/index.m3u8
新狂蟒之灾 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260408/283494468/index.m3u8
新狂蟒之灾-普通话 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260408/283494682/index.m3u8
疯狂动物城2(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260403/283475826/index.m3u8
疯狂动物城2-普通话(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260403/283476193/index.m3u8
疯狂动物城2-普通话 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260403/283475832/index.m3u8
疯狂动物城2 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260403/283476190/index.m3u8
逆转上半场（普通话）,http://hwottcdn1.ln.chinamobile.com/50/16/20260330/283436628/index.m3u8
逆转上半场,http://hwottcdn1.ln.chinamobile.com/50/16/20260330/283436616/index.m3u8
逆转上半场（普通话）(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260329/283426415/index.m3u8
逆转上半场(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260329/283431622/index.m3u8
惊天魔盗团3(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260610/283848716/index.m3u8
惊天魔盗团3(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260610/283848716/index.m3u8
惊天魔盗团3（普通话）(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260327/283414973/index.m3u8
惊天魔盗团3（普通话）(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260327/283414973/index.m3u8
惊天魔盗团3（普通话）,http://hwottcdn1.ln.chinamobile.com/50/16/20260327/283421197/index.m3u8
惊天魔盗团3,http://hwottcdn1.ln.chinamobile.com/50/16/20260327/283415843/index.m3u8
马腾你别走,http://hwottcdn1.ln.chinamobile.com/34/16/20260327/283414871/index.m3u8
“声”生不息,http://hwottcdn1.ln.chinamobile.com/11/16/20260326/283410821/index.m3u8
三个小神探与牧羊犬(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260326/283415431/index.m3u8
三个小神探与牧羊犬 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260326/283410131/index.m3u8
新狂蟒之灾-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260323/283395434/index.m3u8
开心岭,http://hwottcdn1.ln.chinamobile.com/11/16/20260323/283392395/index.m3u8
永生战士2,http://hwottcdn1.ln.chinamobile.com/36/16/20260320/283387210/index.m3u8
猎杀游戏-普通话(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260319/283377831/index.m3u8
猎杀游戏(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260319/283378105/index.m3u8
强制休假(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260318/283372198/index.m3u8
强制休假 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260318/283371372/index.m3u8
飞行家,http://hwottcdn1.ln.chinamobile.com/36/16/20260317/283361680/index.m3u8
我是道士之仙人墓,http://hwottcdn1.ln.chinamobile.com/34/16/20260317/283359007/index.m3u8
接近终点（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20260315/283341223/index.m3u8
有朵云像你（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20260315/283336595/index.m3u8
红嫁衣：纸新娘（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20260314/283337805/index.m3u8
疯狂动物城2-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260313/283334653/index.m3u8
疯狂动物城2,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260313/283329935/index.m3u8
烈火雄心,http://hwottcdn1.ln.chinamobile.com/11/16/20260312/283324019/index.m3u8
寻找1999的月老,http://hwottcdn1.ln.chinamobile.com/11/16/20260312/283323716/index.m3u8
比如父子,http://hwottcdn1.ln.chinamobile.com/11/16/20260312/283323719/index.m3u8
伊甸（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20260312/283317800/index.m3u8
飓风行动(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260312/283317614/index.m3u8
情圣3（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20260312/283321977/index.m3u8
用武之地,http://hwottcdn1.ln.chinamobile.com/34/16/20260306/283287320/index.m3u8
白头神探：智斗灭世狂人(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260228/283249305/index.m3u8
匿杀(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260610/283853157/index.m3u8
匿杀(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260610/283853157/index.m3u8
匿杀,http://hwottcdn1.ln.chinamobile.com/113/16/20260226/283235435/index.m3u8
狂野时代,http://hwottcdn1.ln.chinamobile.com/113/16/20260226/283234869/index.m3u8
铁血战士：杀戮之地(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260225/283231786/index.m3u8
爱心之拳(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260225/283227434/index.m3u8
铁血战士：杀戮之地-普通话(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260225/283226144/index.m3u8
狂野时代(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260224/283222631/index.m3u8
魔法坏女巫2-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260224/283220708/index.m3u8
寻秦记（普通话）,http://hwottcdn1.ln.chinamobile.com/113/16/20260214/283194850/index.m3u8
寻秦记,http://hwottcdn1.ln.chinamobile.com/113/16/20260214/283194543/index.m3u8
爱心之拳 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260214/283189280/index.m3u8
寻秦记(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260610/283853214/index.m3u8
寻秦记(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260610/283853214/index.m3u8
寻秦记（普通话）(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260610/283853653/index.m3u8
寻秦记（普通话）(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260610/283853653/index.m3u8
盖比的娃娃屋大电影 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260213/283182827/index.m3u8
三个小神探与牧羊犬,http://hwottcdn1.ln.chinamobile.com/11/16/20260326/283413774/index.m3u8
得闲谨制,http://hwottcdn1.ln.chinamobile.com/113/16/20260212/283179466/index.m3u8
得闲谨制(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260211/283173639/index.m3u8
你行！你上！,http://hwottcdn1.ln.chinamobile.com/36/16/20260211/283171923/index.m3u8
寻砖,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260209/283161175/index.m3u8
小山河,http://hwottcdn1.ln.chinamobile.com/36/16/20260206/283144082/index.m3u8
铁血战士：杀戮之地-普通话 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260206/283143458/index.m3u8
铁血战士：杀戮之地 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260206/283143461/index.m3u8
三滴血,http://hwottcdn1.ln.chinamobile.com/36/16/20260205/283133174/index.m3u8
完美伴侣(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260202/283112648/index.m3u8
完美伴侣 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260202/283116417/index.m3u8
完美伴侣,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260202/283112651/index.m3u8
旁观者(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/50/16/20260202/283114990/index.m3u8
旁观者,http://hwottcdn1.ln.chinamobile.com/113/16/20260202/283114269/index.m3u8
强制休假,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260130/283100582/index.m3u8
最恨我爱你,http://hwottcdn1.ln.chinamobile.com/11/16/20260130/283097999/index.m3u8
强制休假,http://hwottcdn1.ln.chinamobile.com/11/16/20260317/283360629/index.m3u8
