移动电影②,#genre#
我的狐仙室友,http://hwottcdn1.ln.chinamobile.com/34/16/20240729/279752595/index.m3u8
穆桂英挂帅,http://hwottcdn1.ln.chinamobile.com/88888892/16/20230525/277749831/index.m3u8
异兽来袭,http://hwottcdn1.ln.chinamobile.com/88888892/16/20230523/277743595/index.m3u8
千龙爪,http://hwottcdn1.ln.chinamobile.com/88888891/16/20230518/277716159/index.m3u8
美好的意外,http://hwottcdn1.ln.chinamobile.com/88888891/16/20230517/277704575/index.m3u8
金江1936,http://hwottcdn1.ln.chinamobile.com/88888891/16/20230414/277579023/index.m3u8
雪人,http://hwottcdn1.ln.chinamobile.com/88888892/16/20230327/277480142/index.m3u8
大侠,http://hwottcdn1.ln.chinamobile.com/11/16/20230322/277445696/index.m3u8
画心之白蛇后传,http://hwottcdn1.ln.chinamobile.com/11/16/20230321/277438070/index.m3u8
死亡之舞,http://hwottcdn1.ln.chinamobile.com/88888892/16/20230315/277418450/index.m3u8
绯闻餐厅,http://hwottcdn1.ln.chinamobile.com/34/16/20230213/277326689/index.m3u8
美人图,http://hwottcdn1.ln.chinamobile.com/34/16/20250424/281327771/index.m3u8
摔跤吧！爸爸,http://hwottcdn1.ln.chinamobile.com/88888891/16/20230203/277312161/index.m3u8
亚瑟王：斗兽争霸-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20230112/277262447/index.m3u8
乐高蝙蝠侠大电影,http://hwottcdn1.ln.chinamobile.com/88888892/16/20230104/277236283/index.m3u8
敦刻尔克行动,http://hwottcdn1.ln.chinamobile.com/88888892/16/20221226/277212765/index.m3u8
冲浪企鹅2,http://hwottcdn1.ln.chinamobile.com/88888892/16/20221226/277210700/index.m3u8
良种动物,http://hwottcdn1.ln.chinamobile.com/88888892/16/20221226/277214452/index.m3u8
爱在记忆消逝前-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20221104/277061177/index.m3u8
爱在记忆消逝前,http://hwottcdn1.ln.chinamobile.com/88888892/16/20221104/277061159/index.m3u8
喜欢你,http://hwottcdn1.ln.chinamobile.com/88888891/16/20221031/277047977/index.m3u8
异形：契约-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220909/276931876/index.m3u8
黑暗塔,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220901/276880101/index.m3u8
绝地游戏,http://hwottcdn1.ln.chinamobile.com/34/16/20220817/276827985/index.m3u8
萨米之血,http://hwottcdn1.ln.chinamobile.com/11/16/20220812/276808997/index.m3u8
敦刻尔克-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220811/276805584/index.m3u8
圆圈,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220803/276773596/index.m3u8
生化危机：复仇,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220729/276736800/index.m3u8
主播流浪记,http://hwottcdn1.ln.chinamobile.com/34/16/20220725/276710577/index.m3u8
花季少女,http://hwottcdn1.ln.chinamobile.com/34/16/20220721/276688480/index.m3u8
清醒梦第二季之疯狂快递,http://hwottcdn1.ln.chinamobile.com/34/16/20250519/281455194/index.m3u8
灵犀效应,http://hwottcdn1.ln.chinamobile.com/34/16/20220721/276688348/index.m3u8
变形金刚5：最后的骑士,http://hwottcdn1.ln.chinamobile.com/50/16/20220721/276684859/index.m3u8
攻壳机动队,http://hwottcdn1.ln.chinamobile.com/50/16/20220721/276682677/index.m3u8
八仙归位,http://hwottcdn1.ln.chinamobile.com/34/16/20220718/276671894/index.m3u8
我为花狂,http://hwottcdn1.ln.chinamobile.com/34/16/20220718/276675559/index.m3u8
原味校花恋上我,http://hwottcdn1.ln.chinamobile.com/34/16/20220718/276671867/index.m3u8
一块大红布,http://hwottcdn1.ln.chinamobile.com/34/16/20220718/276673482/index.m3u8
校花生死恋,http://hwottcdn1.ln.chinamobile.com/34/16/20220718/276673467/index.m3u8
人熊森林,http://hwottcdn1.ln.chinamobile.com/34/16/20220716/276665603/index.m3u8
第25号座位,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220627/276573652/index.m3u8
绝命循环,http://hwottcdn1.ln.chinamobile.com/34/16/20220622/276561043/index.m3u8
巡楼人之舞灵,http://hwottcdn1.ln.chinamobile.com/34/16/20220622/276557357/index.m3u8
致命吸引,http://hwottcdn1.ln.chinamobile.com/34/16/20220622/276561031/index.m3u8
谎言真相,http://hwottcdn1.ln.chinamobile.com/34/16/20220622/276561028/index.m3u8
欲罪难逃,http://hwottcdn1.ln.chinamobile.com/34/16/20220622/276557345/index.m3u8
谢赫杰克逊,http://hwottcdn1.ln.chinamobile.com/34/16/20220622/276561022/index.m3u8
刀剑笑新传之决战,http://hwottcdn1.ln.chinamobile.com/34/16/20220622/276557336/index.m3u8
东北三宝,http://hwottcdn1.ln.chinamobile.com/34/16/20220622/276561013/index.m3u8
整心计,http://hwottcdn1.ln.chinamobile.com/34/16/20220622/276557327/index.m3u8
新兵正传第四季,http://hwottcdn1.ln.chinamobile.com/34/16/20250519/281458825/index.m3u8
超重警察,http://hwottcdn1.ln.chinamobile.com/34/16/20220622/276561007/index.m3u8
猩球崛起3：终极之战-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220616/276542747/index.m3u8
血战湘江,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220608/276526218/index.m3u8
狙击手：终极猎杀,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220525/276477954/index.m3u8
特种兵之战狼归来,http://hwottcdn1.ln.chinamobile.com/11/16/20220427/276364062/index.m3u8
哀乐女子天团,http://hwottcdn1.ln.chinamobile.com/88888891/16/20240904/279998549/index.m3u8
御厨大作战-姐姐好饿剧场版,http://hwottcdn1.ln.chinamobile.com/88888891/16/20251120/282615330/index.m3u8
功夫机器侠之北腿,http://hwottcdn1.ln.chinamobile.com/88888891/16/20251016/282375800/index.m3u8
奇门遁甲（2017）,http://hwottcdn1.ln.chinamobile.com/88888891/16/20240612/279519944/index.m3u8
绿野仙踪之奥兹国奇幻之旅（普通话）,http://hwottcdn1.ln.chinamobile.com/88888891/16/20220608/276526143/index.m3u8
绿野仙踪之奥兹国奇幻之旅,http://hwottcdn1.ln.chinamobile.com/88888891/16/20220608/276524261/index.m3u8
烟花（普通话）,http://hwottcdn1.ln.chinamobile.com/88888891/16/20220608/276526053/index.m3u8
我是马布里,http://hwottcdn1.ln.chinamobile.com/88888891/16/20220607/276522774/index.m3u8
FE特工局,http://hwottcdn1.ln.chinamobile.com/88888891/16/20220530/276499802/index.m3u8
英雄战警,http://hwottcdn1.ln.chinamobile.com/88888891/16/20220530/276502888/index.m3u8
乔乔的魔法,http://hwottcdn1.ln.chinamobile.com/50/16/20220318/276250882/index.m3u8
昼颜,http://hwottcdn1.ln.chinamobile.com/50/16/20220310/276225151/index.m3u8
烧烤,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220225/276195614/index.m3u8
蓝精灵：寻找神秘村-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220121/276078936/index.m3u8
蓝精灵：寻找神秘村,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220121/276080770/index.m3u8
反噬,http://hwottcdn1.ln.chinamobile.com/34/16/20250514/281433415/index.m3u8
海滩游侠,http://hwottcdn1.ln.chinamobile.com/11/16/20211202/275871358/index.m3u8
攻壳机动队（普通话）,http://hwottcdn1.ln.chinamobile.com/50/16/20211026/275628021/index.m3u8
抢钱老兵,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210707/275265412/index.m3u8
缩小人生,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210707/275263851/index.m3u8
至爱梵高：不可能之梦,http://hwottcdn1.ln.chinamobile.com/34/16/20210528/275127267/index.m3u8
蜘蛛侠：英雄归来-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210420/275019333/index.m3u8
蜘蛛侠：英雄归来,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210420/275019155/index.m3u8
金刚：骷髅岛-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210406/274977156/index.m3u8
全球风暴,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210326/274944858/index.m3u8
正义联盟,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210310/274837533/index.m3u8
正义联盟-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210310/274837539/index.m3u8
金刚：骷髅岛,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210308/274826640/index.m3u8
亚瑟王：斗兽争霸,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210223/274761821/index.m3u8
神奇女侠-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210126/274616692/index.m3u8
神奇女侠,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210126/274616689/index.m3u8
忠犬情缘,http://hwottcdn1.ln.chinamobile.com/34/16/20210123/274599888/index.m3u8
敦刻尔克,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210121/274586658/index.m3u8
进击吧，少女！,http://hwottcdn1.ln.chinamobile.com/34/16/20210122/274592924/index.m3u8
变形金刚5,http://hwottcdn1.ln.chinamobile.com/88888892/16/20200701/272993402/index.m3u8
最后的武林,http://hwottcdn1.ln.chinamobile.com/34/16/20200616/272838413/index.m3u8
冷宫女刺客,http://hwottcdn1.ln.chinamobile.com/34/16/20200616/272838221/index.m3u8
希莉娅归来,http://hwottcdn1.ln.chinamobile.com/34/16/20200617/272846867/index.m3u8
狂鼠,http://hwottcdn1.ln.chinamobile.com/34/16/20200616/272838944/index.m3u8
寻找老夫子,http://hwottcdn1.ln.chinamobile.com/34/16/20200617/272841605/index.m3u8
超能电竞,http://hwottcdn1.ln.chinamobile.com/34/16/20200617/272846852/index.m3u8
希望的另一面,http://hwottcdn1.ln.chinamobile.com/34/16/20200617/272843550/index.m3u8
有言在仙,http://hwottcdn1.ln.chinamobile.com/34/16/20200616/272838279/index.m3u8
坑爹游戏,http://hwottcdn1.ln.chinamobile.com/34/16/20241115/280424385/index.m3u8
七月半3：灵触第七感,http://hwottcdn1.ln.chinamobile.com/34/16/20241118/280435504/index.m3u8
等不到的黎明,http://hwottcdn1.ln.chinamobile.com/34/16/20200617/272841701/index.m3u8
夜空总有最大密度的蓝色,http://hwottcdn1.ln.chinamobile.com/34/16/20200617/272842419/index.m3u8
至爱梵高·星空之谜,http://hwottcdn1.ln.chinamobile.com/34/16/20200616/272838249/index.m3u8
老兽,http://hwottcdn1.ln.chinamobile.com/34/16/20200617/272839388/index.m3u8
这个大王我罩的：真命间谍,http://hwottcdn1.ln.chinamobile.com/34/16/20200617/272839115/index.m3u8
野蛮囧妃2：迷雾重重,http://hwottcdn1.ln.chinamobile.com/34/16/20200617/272840821/index.m3u8
常在你左右,http://hwottcdn1.ln.chinamobile.com/34/16/20250428/281349911/index.m3u8
诸圣,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220425/276353018/index.m3u8
天才少女,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220425/276355795/index.m3u8
猩球崛起3：终极之战,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220421/276343681/index.m3u8
生化危机：终章-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20210824/275398569/index.m3u8
新小屁孩日记,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220425/276355783/index.m3u8
生化危机：终章,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220421/276343639/index.m3u8
摇滚学徒,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220425/276352454/index.m3u8
神偷奶爸3[国],http://hwottcdn1.ln.chinamobile.com/88888892/16/20240723/279721428/index.m3u8
神偷奶爸3,http://hwottcdn1.ln.chinamobile.com/88888892/16/20240723/279721431/index.m3u8
星球大战8：最后的绝地武士-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20240725/279732366/index.m3u8
星球大战8：最后的绝地武士,http://hwottcdn1.ln.chinamobile.com/88888892/16/20240725/279735583/index.m3u8
银河护卫队2,http://hwottcdn1.ln.chinamobile.com/88888892/16/20250716/281849095/index.m3u8
金刚狼3殊死一战,http://hwottcdn1.ln.chinamobile.com/88888892/16/20241106/280362731/index.m3u8
金刚狼3殊死一战-普通话,http://hwottcdn1.ln.chinamobile.com/88888892/16/20241106/280362731/index.m3u8
浮生梦,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220424/276351149/index.m3u8
母女大战,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220424/276352596/index.m3u8
威尔逊,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220424/276354499/index.m3u8
爱丽丝,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220425/276356110/index.m3u8
唤醒杀手,http://hwottcdn1.ln.chinamobile.com/88888892/16/20220424/276354505/index.m3u8
小马宝莉：小马国女孩之神奇魔镜,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260814/284189588/index.m3u8
小马宝莉：小马国女孩之神奇魔镜英文版,http://hwottcdn1.ln.chinamobile.com/88888891/16/20260814/284194482/index.m3u8
危机13小时,http://hwottcdn1.ln.chinamobile.com/50/16/20260723/284077406/index.m3u8
冰川时代5：星际碰撞,http://hwottcdn1.ln.chinamobile.com/36/16/20260717/284058853/index.m3u8
独立日：卷土重来,http://hwottcdn1.ln.chinamobile.com/36/16/20260609/283850613/index.m3u8
独立日：卷土重来（普通话版）,http://hwottcdn1.ln.chinamobile.com/36/16/20260609/283850938/index.m3u8
佩小姐的奇幻城堡（普通话版）,http://hwottcdn1.ln.chinamobile.com/36/16/20260529/283798768/index.m3u8
佩小姐的奇幻城堡,http://hwottcdn1.ln.chinamobile.com/36/16/20260529/283794122/index.m3u8
摩根,http://hwottcdn1.ln.chinamobile.com/36/16/20260514/283675307/index.m3u8
为什么是他？,http://hwottcdn1.ln.chinamobile.com/36/16/20260514/283672199/index.m3u8
荒唐阿姨,http://hwottcdn1.ln.chinamobile.com/36/16/20260514/283675855/index.m3u8
网聘女伴,http://hwottcdn1.ln.chinamobile.com/36/16/20260511/283664286/index.m3u8
西游外传之大圣娶亲,http://hwottcdn1.ln.chinamobile.com/11/16/20260413/283520830/index.m3u8
西游外传之唐僧娶亲,http://hwottcdn1.ln.chinamobile.com/11/16/20260413/283520809/index.m3u8
女护士和我,http://hwottcdn1.ln.chinamobile.com/11/16/20260413/283520521/index.m3u8
消失爱人,http://hwottcdn1.ln.chinamobile.com/11/16/20260403/283477567/index.m3u8
情不知所起,http://hwottcdn1.ln.chinamobile.com/11/16/20260630/283958490/index.m3u8
科洛弗道10号(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260324/283403863/index.m3u8
海底总动员2：多莉去哪儿(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260324/283398833/index.m3u8
科洛弗道10号-普通话(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260324/283403034/index.m3u8
海底总动员2：多莉去哪儿-普通话(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260323/283401525/index.m3u8
圣诞将至(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260319/283370129/index.m3u8
圣诞将至 4K,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260318/283366739/index.m3u8
圣诞将至,http://hwottcdn1.ln.chinamobile.com/88888892/16/20260318/283371775/index.m3u8
珍宝大战(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260318/283362443/index.m3u8
看着你,http://hwottcdn1.ln.chinamobile.com/11/16/20260309/283305285/index.m3u8
护宝奇兵之黑楼魅影,http://hwottcdn1.ln.chinamobile.com/11/16/20260309/283301240/index.m3u8
捆绑,http://hwottcdn1.ln.chinamobile.com/11/16/20260309/283305589/index.m3u8
2B青年之漳南兄弟,http://hwottcdn1.ln.chinamobile.com/11/16/20260309/283305282/index.m3u8
新笔仙,http://hwottcdn1.ln.chinamobile.com/11/16/20260401/283456165/index.m3u8
爱宠大机密(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260305/283279130/index.m3u8
我哥叫叶良辰,http://hwottcdn1.ln.chinamobile.com/11/16/20260401/283456216/index.m3u8
黑夜传说5：血战,http://hwottcdn1.ln.chinamobile.com/11/16/20260302/283262799/index.m3u8
爱恋(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260225/283230928/index.m3u8
灵偶契约（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20260130/283094798/index.m3u8
爱无言（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20260130/283094807/index.m3u8
藩篱(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260129/283089652/index.m3u8
追凶者也（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20260205/283136542/index.m3u8
惊天魔盗团2,http://hwottcdn1.ln.chinamobile.com/36/16/20260113/282990036/index.m3u8
秘藏（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20260108/282951489/index.m3u8
摩根(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260108/282948312/index.m3u8
倒数追击(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20260108/282944072/index.m3u8
刺猬小子之天生我刺,http://hwottcdn1.ln.chinamobile.com/11/16/20260107/282943870/index.m3u8
爱无言,http://hwottcdn1.ln.chinamobile.com/34/16/20260626/283942252/index.m3u8
灵偶契约,http://hwottcdn1.ln.chinamobile.com/34/16/20260626/283941942/index.m3u8
星丘车站失物招领(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20251231/282900143/index.m3u8
金矿(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20251230/282899622/index.m3u8
边境威龙(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20251230/282899974/index.m3u8
百鸟朝凤（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251230/282895114/index.m3u8
一句顶一万句（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251230/282894390/index.m3u8
夜孔雀（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251230/282890342/index.m3u8
云中行走(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20251224/282849024/index.m3u8
云中行走-普通话(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20251224/282849658/index.m3u8
喜乐长安,http://hwottcdn1.ln.chinamobile.com/88888891/16/20251224/282848799/index.m3u8
光头行动（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251219/282815648/index.m3u8
深海浩劫（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251217/282795626/index.m3u8
全速前进（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251217/282800389/index.m3u8
伦敦一家人（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251217/282799806/index.m3u8
悄然无声（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251217/282795614/index.m3u8
震中我心（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251213/282775386/index.m3u8
悠长下课后（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251213/282775951/index.m3u8
药到病除（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251213/282776320/index.m3u8
发条城市（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251213/282770750/index.m3u8
荒野猎人,http://hwottcdn1.ln.chinamobile.com/11/16/20251212/282772638/index.m3u8
金钱怪兽(4K至臻MAX),http://hwottcdn1.ln.chinamobile.com/88888892/16/20251212/282771385/index.m3u8
灰色青春（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251211/282755817/index.m3u8
防不胜防（4K至臻）,http://hwottcdn1.ln.chinamobile.com/34/16/20251211/282751397/index.m3u8
